id_left,title_left,manufacturer_left,price_left,title_right,manufacturer_right,price_right,text_src,id_right,text_tgt,candidates,labels
69,eastwest bsendorfer 290 grand piano virtual instrument,eastwest,199.95,['east west bosendorfer 290'],[nan],[175.97],eastwest bsendorfer 290 grand piano virtual instrument. eastwest. 199.95,[1576],['east west bosendorfer 290. nan. 175.97'],"['east west bosendorfer 290. nan. 175.97', 'e-mu modern symphonic orchestra for emulator x and proteus x sounds for software. nan. 329.99', 'steinberg software halion symphonic orchestra educational edition. nan. 545.51', 'yamaha bread best of bread smart pianosoft. nan. 14.86', 're launch piano wizard premier w/49e keystation. nan. 161.99', 'east west propack for garageband av production software. nan. 152.96', 'larry cohn yamaha anastacia freak of nature smart pianosoft. nan. 14.86', 'steely dan mike garson yamaha steely dan pretzel logic smart pianosoft. nan. 14.86', 'whitney houston tad sisler yamaha whitney houston smart pianosoft. nan. 14.86', 'apple garageband jam pack : symphony orchestra. nan. 95.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
72,midway arcade treasures ( jewel case ),encore software,9.99,['encore inc 28453 midway arcade treasures win 98 me 2000 xp'],['encore inc'],[19.38],midway arcade treasures ( jewel case ). encore software. 9.99,[1567],['encore inc 28453 midway arcade treasures win 98 me 2000 xp. encore inc. 19.38'],"['encore inc 28453 midway arcade treasures win 98 me 2000 xp. encore inc. 19.38', 'namco museum 50th anniversary. nan. 16.95', 'encore software 10941 scooby-doo frights camera mystery sb cs by riverdeep. nan. 17.97', 'encore software 11050 hoyle 4-pack 2006 win 98 me 2000 xp. nan. 18.97', 'encore software 11273 hasbro family collection 2006 sb cs by hasbro. nan. 17.97', 'encore software 10569 hoyle puzzle games 2007 win 98 me 2000 xp. nan. 18.97', 'encore software 11861 jewels of cleopatra win xp vista. nan. 18.97', 'encore software 11052 hoyle : classic collection 2006 win 98 me 2000 xp. nan. 18.97', 'sony playstation 2 : street fighter alpha anthology. nan. 29.99', 'encore software 12511 encore alien disco safari action/adventure pc. nan. 17.97']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
75,epson storyteller photo book creator 8 x 10 ( 20 pages ),epson,29.99,"['epson s041886 story teller 8 x 10 20 pages', 'epson s041886 epson epson storyteller photo book creator w / 8in x 10in book with 20 pages complete package 1 user std win']","[nan, nan]","[32.91, 23.61]",epson storyteller photo book creator 8 x 10 ( 20 pages ). epson. 29.99,"[1594, 1921]","['epson s041886 story teller 8 x 10 20 pages. nan. 32.91', 'epson s041886 epson epson storyteller photo book creator w / 8in x 10in book with 20 pages complete package 1 user std win. nan. 23.61']","['epson s041886 epson epson storyteller photo book creator w / 8in x 10in book with 20 pages complete package 1 user std win. nan. 23.61', 'epson s041886 story teller 8 x 10 20 pages. nan. 32.91', 'encore software 10612 creating keepsakes scrapbook designer deluxe v. 3 sb cs. nan. 17.97', 'calendar creator 10. nan. 8.95', 'encore software 10610 encore creating keepsakes scrapbook designer platinum complete product creativity application 1 user complete product standard pc. nan. 33.97', 'encore inc print shop 22 pro publisher deluxe. nan. 85.07', 'encore software 10032 the print shop 21 essentials by broderbund. nan. 17.97', 'printshop 20 pro publisher. nan. 34.9', 'scrapbook designer platinum. riverdeep-learning-company. 17.9', 'magix entertainment corp. photostory on cd & dvd 5. nan. 17.55']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
78,emedia intermediate guitar method os x,emedia,59.99,['emedia eg04025 intermediate guitar method complete package'],['emedia'],[53.99],emedia intermediate guitar method os x. emedia. 59.99,[1602],['emedia eg04025 intermediate guitar method complete package. emedia. 53.99'],"['emedia eg04025 intermediate guitar method complete package. emedia. 53.99', 'emedia music corp emedia intermediate guitar method. nan. 49.21', 'emedia eg03014 bass method os x. emedia. 53.99', 'emedia rock guitar method ( win 95 98 me nt 2000 xp/mac 8.0 ). nan. 39.15', 'emedia music corp emedia guitar basics. nan. 16.64', 'iplaymusic beginner guitar lessons mac. nan. 44.95', 'emedia essential bass guitar dvd. nan. 16.95', 'emedia music corp emedia piano & keyboard method. nan. 49.21', 'emedia music corp guitar pro v 5.1 ( hybrid ). nan. 51.92', 'emedia music corp my guitar. nan. 24.81']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
80,kaplan sat/act/psat express,topics entertainment,9.99,['kaplan sat/act/psat express'],[nan],[9.99],kaplan sat/act/psat express. topics entertainment. 9.99,[1579],['kaplan sat/act/psat express. nan. 9.99'],"['kaplan sat/act/psat express. nan. 9.99', 'kaplan act/sat/psat gold 2007 mac os x. nan. 22.99', 'scholastic brain play preschool to 1st grade topics. nan. 19.99', 'topics entertainment 80796 topics math success 2007 deluxe for windows educational software pc. nan. 33.97', 'instant immersion 33 languages. topics entertainment. 43.99', 'topics entertainment topics entertainment play electric guitar deluxe windows. nan. 39.9', 'high school world history ( pc/mac ) fogware. nan. 9.99', 'sat act & psat 2007 platinum. nan. 29.85', 'i spy mystery by topics entertainment. nan. 23.99', 'topics entertainment middle school success essentials. nan. 17.55']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
83,scratches : directors cut,got game,19.99,['got game entertainment exclusive 00050 scratches : directors cut'],[nan],[15.58],scratches : directors cut. got game. 19.99,[1622],['got game entertainment exclusive 00050 scratches : directors cut. nan. 15.58'],"['got game entertainment exclusive 00050 scratches : directors cut. nan. 15.58', 'scene it the dvd game : movie edition with bonus warner bros. television game pack. nan. 24.95', 'er the game. nan. 9.95', 'feral interactive the movies. nan. 47.99', 'xbox : scarface : the world is yours. nan. 39.99', 'vegas + dvd sony. sony-pictures-digital-entertainment. 899.99', 'brighter minds backyard sports. nan. 19.99', 'encore software 10941 scooby-doo frights camera mystery sb cs by riverdeep. nan. 17.97', 'fogware hyb history dvd. nan. 21.99', 'vegas movie studiodvd +8 plat. sony creative software. 92.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
85,write brothers dramatica pro win/mac,write brothers,269.99,['dramatica pro 4 for pc'],[nan],[249.99],write brothers dramatica pro win/mac. write brothers. 269.99,[1627],['dramatica pro 4 for pc. nan. 249.99'],"['dramatica pro 4 for pc. nan. 249.99', ""final-draft scriptwriter 's suite 2.5 screenwriting software mac/win screen writing software. nan. 279.95"", 'final-draft final draft 7 screen writing software mac/win screen writing software. nan. 249.95', 'final-draft final draft av 2.5 screenwriting software mac/win screen writing software. nan. 199.95', 'mariner montage screenwriting software. nan. 125.99', 'final-draft final draft 7.0 with syd fields workshop bundle screen writing software. nan. 247.95', 'apple appleworks 6.2.9 ( mac ). nan. 79.99', 'microspot macdraft professional edition. nan. 249.99', 'nova development bsw business plan writer deluxe 8.0. nova development. 94.99', 'poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ). nan. 9.59']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
86,emedia bass method win/mac,emedia,59.99,['emedia eg03014 bass method os x'],['emedia'],[53.99],emedia bass method win/mac. emedia. 59.99,[1607],['emedia eg03014 bass method os x. emedia. 53.99'],"['emedia eg03014 bass method os x. emedia. 53.99', 'emedia essential bass guitar dvd. nan. 16.95', 'emedia rock guitar method ( win 95 98 me nt 2000 xp/mac 8.0 ). nan. 39.15', 'emedia eg04025 intermediate guitar method complete package. emedia. 53.99', 'emedia music corp emedia intermediate guitar method. nan. 49.21', 'emedia music corp emedia piano & keyboard method. nan. 49.21', 'emedia music corp emedia guitar basics. nan. 16.64', 'roxio recordnow 9 music lab ( pc ). nan. 29.99', 'ik multimedia ez-mixer ezmixer software music production software. nan. 29.99', 'roxio ( r ) easy media creator ( r ) 9 suite. nan. 99.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
88,total training for adobe creative suite 3 : design premium bundle,total training,299.99,['total training for adobe creative suite 3 design premium'],[nan],[279.95],total training for adobe creative suite 3 : design premium bundle. total training. 299.99,[1612],['total training for adobe creative suite 3 design premium. nan. 279.95'],"['total training for adobe creative suite 3 design premium. nan. 279.95', 'adobe creative suite 3 design standard complete package 1 user academic windows. nan. 369.0', '29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra. nan. 1687.48', 'adobe cs3 design premium. nan. 1865.99', 'adobe creative suite 3 ( cs3 ) design premium upgrade mac. nan. 569.97', 'adobe cs3 design premium academic. nan. 575.99', 'adobe creative suite ( v3 .0 ) design premium mac adobe 19500009. nan. 1482.0', '19500220 adobe creative suite 3 design premium product upgrade package 1 user upgra. nan. 1687.48', 'adobe cs3 design premium upsell. nan. 1639.99', 'adobe cs3 web premium. nan. 1659.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
89,everquest : titanium,sony-creative-software,19.95,['sony online entertainment inc 41032 everquest : titanium win 2000 xp'],['sony-creative-software'],[23.09],everquest : titanium. sony-creative-software. 19.95,[1616],['sony online entertainment inc 41032 everquest : titanium win 2000 xp. sony-creative-software. 23.09'],"['sony online entertainment inc 41032 everquest : titanium win 2000 xp. sony-creative-software. 23.09', 'pinnacle ( tm ) studio plus 10.5 titanium edition. nan. 99.99', 'digital video & audio prod book. sony creative software. 27.99', 'sony pc video game the station access collection dvd-rom. sony-creative-software. 4.99', 'vegas movie studiodvd +8 plat. sony creative software. 92.99', 'sony media software american idol extreme music creator software music production software. nan. 49.95', 'sony media software photo go ( with $ 5 mir ). sony-media-software. 19.66', 'sony media software sound forge 9 digital audio production suite music production software. nan. 299.95', 'sony media software acid pro 5 music production software. nan. 199.95', 'sony media software sound forge audio studio 9 software music production software. nan. 69.95']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
91,iriscard pro business card scanner,iris,199.99,"['iriscard pro', 'iris card pro']","[nan, 'navarre distribution services']","[174.99, 198.87]",iriscard pro business card scanner. iris. 199.99,"[1644, 1681]","['iriscard pro. nan. 174.99', 'iris card pro. navarre distribution services. 198.87']","['iriscard pro. nan. 174.99', 'iris readiris pro 11 mac ocr. nan. 109.99', 'iris inc readiris pro 11 corporate edition. nan. 430.58', 'iris card pro. navarre distribution services. 198.87', 'readiris pro 11 corporate edition for pc. nan. 349.99', 'belight business card composer. nan. 39.99', 'scansoft ( r ) paperport ( r ) 11. nan. 99.99', 'business cards certificates brochures. nan. 19.99', 'photostamps ( r ) business edition. nan. 49.99', 'phase one capture one pro. nan. 415.99']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
92,computrace lojack for laptops 4 year subscription,absolute software,119.99,['absolute software lfl-n2-48 computrace lojack for laptops 4 year license'],[nan],[105.68],computrace lojack for laptops 4 year subscription. absolute software. 119.99,[1648],['absolute software lfl-n2-48 computrace lojack for laptops 4 year license. nan. 105.68'],"['absolute software lfl-n2-48 computrace lojack for laptops 4 year license. nan. 105.68', 'computrace lojack for laptops 1 yr subscription. nan. 45.99', 'computrace lojack for laptops 3 yr subscription. nan. 89.99', 'absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp ). nan. 41.97', 'absolute software lfl-m2-12 computrace lojack for laptops 1 year license mac 10.2 or higher. nan. 44.97', 'absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp ). nan. 85.97', 'computrace lojack for laptops 1 year license ( win 2000 xp ). nan. 49.95', '40y9223 computrace lojack for laptops subscription package 4 years 1 notebook -. nan. 125.97', 'absolute software lfl-m2-36 computrace lojack for laptops 3 year license mac 10.2 or higher. nan. 80.97', 'lfl-n2-12 computrace lojack for laptops subscription package 1 year 1 notebook m. nan. 39.95']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
93,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,['microsoft 392-02322 ae frontpage 2003'],[nan],[87.99],microsoft office frontpage 2003 academic version windows ). microsoft. 159.98,[1652],['microsoft 392-02322 ae frontpage 2003. nan. 87.99'],"['microsoft academic microsoft office project 2003 professional. nan. 176.99', 'microsoft academic microsoft office project 2003 standard. nan. 69.95', 'microsoft 392-02322 ae frontpage 2003. nan. 87.99', 'microsoft ( r ) frontpage 2002. nan. 169.56', 'microsoft academic microsoft visio 2003 professional. nan. 159.0', 'microsoft ( r ) expression web 1.0. nan. 299.95', 'adobe dreamweaver cs3 academic. adobe-education-box. 195.99', 'microsoft ( r ) office standard 2007. nan. 399.99', 'professor ( r ) teaches office 2003. nan. 29.97', 'microsoft office and windows training ( win 98 me nt 2000 xp ). nan. 29.95']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
94,warlords 3 ( jewel case ),red-orb-entertainment,,['warlords iii darklords rising'],['red-orb-entertainment'],[11.95],warlords 3 ( jewel case ). red-orb-entertainment. nan,[1629],['warlords iii darklords rising. red-orb-entertainment. 11.95'],"['warlords iii darklords rising. red-orb-entertainment. 11.95', 'age of empires iii : warchiefs expansion pack. nan. 34.95', 'total 3d home deluxe ( jewel case ) ( jce-th6 ). nan. 9.59', 'destineer inc age of empires iii : the warchiefs expansion pack. nan. 26.14', 'civilization iv warlords expansion for mac. nan. 29.99', 'ages of empires iii. nan. 45.99', 'sos aggregation company ufo afterlight topware interactive. nan. 33.52', 'warner home video games hospital tycoon. warner-new-media. 26.33', 'shrek the third for pc. nan. 19.99', 'heroes of might and magic v. nan. 47.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
95,autocad 2007 courseware customizing the interface,autodesk psg,47.95,['autocad 2007 coursewarecustomizing the interface'],[nan],[39.69],autocad 2007 courseware customizing the interface. autodesk psg. 47.95,[1630],['autocad 2007 coursewarecustomizing the interface. nan. 39.69'],"['autocad 2007 coursewarecustomizing the interface. nan. 39.69', 'autodesk psg 34006-010008-1600a. autodesk psg. 49.67', 'autodesk psg 12911-010008-1600a. autodesk psg. 58.97', 'autocad ( r ) lt 2007. nan. 330.95', 'autodesk 52711-051462-h326 ais 11 comm cg from a-cad m 2005 dvd. nan. 1614.24', 'custom land designer 3d 7.0. nan. 12.9', 'autodesk 34006-010008-160 raster design 2006 essentials. autodesk. 52.99', 'learning quickbooks 2007. intuit. 38.99', 'class on demand photoshop cs fast track training dvd photoshop software. nan. 79.95', 'adobe acrobat 7.0 professional ( education version ) for windows. nan. 154.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99,listen for ipod magnetic time,sos-aggregation-company,39.99,['listen for ipod magnetic time ( win 2000 xp )'],['sos-aggregation-company'],[39.99],listen for ipod magnetic time. sos-aggregation-company. 39.99,[1680],['listen for ipod magnetic time ( win 2000 xp ). sos-aggregation-company. 39.99'],"['listen for ipod magnetic time ( win 2000 xp ). sos-aggregation-company. 39.99', 'sos aggregation company iaudioize magnetic time. nan. 31.53', 'iaudioize magnetic time for pc and mac. nan. 39.99', 'sos aggregation company shrink my tunes z group. nan. 31.57', 'sos aggregation company dance praise digital praise. nan. 39.37', 'sos aggregation company onbidder win your ebay auctions z group. nan. 23.76', 'sos aggregation company brain builder core learning. nan. 15.91', 'sos aggregation company web graphics creator laughingbird software. sos-aggregation-company. 31.26', 'micromat podlock ipod utility software. nan. 39.99', 'sos aggregation company panda antivirus + firewall 2008 3-user. nan. 31.53']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
107,photoshop elements 5 and premiere elements 3 bundle win minibox ( 29180248 ),adobe,242.62,['adobe systems inc 29180248 adobe photoshop elements 5.0 / premiere elements 3.0'],[nan],[139.51],photoshop elements 5 and premiere elements 3 bundle win minibox ( 29180248 ). adobe. 242.62,[1696],['adobe systems inc 29180248 adobe photoshop elements 5.0 / premiere elements 3.0. nan. 139.51'],"['adobe systems inc 29180248 adobe photoshop elements 5.0 / premiere elements 3.0. nan. 139.51', 'adobe photoshop elements 5.0 plus adobe premiere elements 3.0 â ?? with teacher resource center cd. nan. 104.99', 'adobe premiere elements 3 and photoshop elements 5 software for windows consumer video editing software. nan. 149.95', '29180162 adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package. nan. 138.28', 'adobe premiere elements 3.0. nan. 89.99', 'adobe premiere elements 3 video editing software for windows consumer video editing software. nan. 99.95', 'adobe premiere elements 3 ( pc ). nan. 99.99', 'onone software essentials for adobe photoshop elements version 2 full. nan. 59.33', '29270055 adobe creative suite 3 web standard complete package 1 user cd win uni. nan. 1056.98', 'adobe production studio premium software suite video software bundles. nan. 1698.95']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
