id_left,title_left,category_left,brand_left,modelno_left,price_left,title_right,category_right,brand_right,modelno_right,price_right,text_src,id_right,text_tgt,candidates,labels
584,iogear solar bluetooth caller announce hands-free car kit,electronics - general,iogear,gbhfk331,41.88,['iogear solar bluetooth caller announce hands free car kit gbhfk331 gray'],['accessories supplies'],['iogear'],['gbhfk331'],[29.99],iogear solar bluetooth caller announce hands-free car kit. electronics - general. iogear. gbhfk331. 41.88,[965],['iogear solar bluetooth caller announce hands free car kit gbhfk331 gray. accessories supplies. iogear. gbhfk331. 29.99'],"['iogear solar bluetooth caller announce hands free car kit gbhfk331 gray. accessories supplies. iogear. gbhfk331. 29.99', 'iogear solar bluetooth hands-free car kit gbhfk231 black. car kits. iogear. gbhfk231. 31.0', 'iogear solar bluetooth hands-free car kit - multi-language version gbhfk231w6 black. bluetooth car kits. iogear. gbhfk231w6. 30.58', 'scosche solvue bluetooth solar powered handsfree speakerphone with caller id display. chargers. scosche. cbhsol5. 63.79', 'blueant s4 true handsfree voice controlled car kit car speakerphone with wireless stereo streaming a2dp for iphone 3g 3gs 4.0 and android. accessories. blueant. usen-baw-s4. 61.17', 'iogear bluetooth usb 2.1 micro adapter with tri-language package black. computers accessories. iogear. gbu421w6. 15.17', 'scosche solar powered bluetooth speakerphone. accessories. scosche. cbhsol2. 56.72', 'gtmax wireless in-car bluetooth fm transmitter with charging music control and hands-free calling car kit evopower white 2 usb-port external backup battery charger 5000mah for lg nokia sanyo htc google t-mobile motorola samsung android iphone blackberry and windows. accessories. gtmax. nan. 54.99', 'gogroove flexsmart x2 advanced wireless in-car bluetooth fm transmitter with charging music control and hands-free calling capability for android iphone blackberry and windows smartphones. bluetooth car kits. accessory power. gg-flexsmart-x2. 44.95', 'iogear usb adapter with bluetooth wireless technology 2.0 spec class 1. usb network adapters. iogear. gbu321. 18.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
588,mionix naos 5000 laser gaming mouse,electronics - general,mionix,000mio5000m,89.96,['mionix naos 5000 laser gaming mouse'],['gaming mice'],['mionix'],['26426'],[79.99],mionix naos 5000 laser gaming mouse. electronics - general. mionix. 000mio5000m. 89.96,[20108],['mionix naos 5000 laser gaming mouse. gaming mice. mionix. 26426. 79.99'],"['mionix naos 5000 laser gaming mouse. gaming mice. mionix. 26426. 79.99', 'mionix 000mio3200m naos 3200 optical gaming mouse. household batteries. mionix. nan. nan', 'mionix naos 3200 usb wired led-optical 3200 dpi mouse. gaming mice. mionix. 26425. nan', 'new-mionix 000mio3200m naos 3200 optical gaming mouse - tknm000mio3200m. mice. mionix. nan. nan', 'mionix propus mouse pad. gaming mice. mionix. 000miop. 25.69', 'razer imperator ergonomic laser gaming mouse. mice. razer. rz01-00350100-r3u1. 69.99', 'raptor-gaming m3x laser gaming mouse. gaming mice. raptor-gaming. nan. 69.99', 'razer naga mmog laser gaming mouse rz01-00280100-r3. mice. razer. rz01-00280100-r3u1. 67.99', 'logitech mx 518 high performance optical gaming mouse metal. mice. logitech. 931352-0403. 55.48', 'razer naga epic gaming mouse. gaming mice. razer. rz01-00510100-r3u1. 109.87']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
589,sennheiser sh 230 monaural headset,electronics - general,sennheiser,sh230,84.0,['new-sh230 monaural headset - sh230'],['accessories supplies'],['sennheiser'],[nan],[89.32],sennheiser sh 230 monaural headset. electronics - general. sennheiser. sh230. 84.0,[16953],['new-sh230 monaural headset - sh230. accessories supplies. sennheiser. nan. 89.32'],"['sennheiser sh230 monaural headset with microphone. accessories supplies. sennheiser. sh230. 52.99', 'sennheiser sh330 monaural headset with microphone. accessories supplies. sennheiser. sh330. 75.38', 'new-sh230 monaural headset - sh230. accessories supplies. sennheiser. nan. 89.32', 'sennheiser pc21 single-sided monaural headset with microphone crisp sound quality. headsets microphones. sennheiser. pc21. 21.46', 'sennheiser sh250 binaural headset with microphone. accessories supplies. sennheiser. sh250. 67.99', 'sennheiser sh 300 - headset over-the-ear. nan. sennheiser. 300. 82.5', 'sennheiser pc 26 usb single-sided monaural headset with microphone crisp sound quality. headsets microphones. sennheiser. pc 26 usb. 37.3', 'sleek office headset sennheiser communications sh 300. headsets microphones. sennheiser. sh300. 83.99', 'sennheiser sh 350 binaural headset with microphone. accessories supplies. sennheiser. sh 350. 90.7', 'pc 230 headset. headsets microphones. sennheiser. pc230. 41.67']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
594,uniden d2998 dect 6.0 loud and clear digital answering system with cordless handset,electronics - general,uniden,d2998,79.93,['new-uniden d2998 dect 6.0 loud clear big button corded cordless phone with caller id digital answering machine - unnd2998'],['cordless telephones'],['uniden'],[nan],[93.99],uniden d2998 dect 6.0 loud and clear digital answering system with cordless handset. electronics - general. uniden. d2998. 79.93,[20843],['new-uniden d2998 dect 6.0 loud clear big button corded cordless phone with caller id digital answering machine - unnd2998. cordless telephones. uniden. nan. 93.99'],"['new-uniden d2998 dect 6.0 loud clear big button corded cordless phone with caller id digital answering machine - unnd2998. cordless telephones. uniden. nan. 93.99', 'uniden d2280-2 dect 6.0 cordless phone system with answering system call waiting caller id dual-handset system dect telephones telephones accessories. printer ink toner. uniden. nan. 77.88', 'uniden d1688-2 dect 6.0 corded cordless digital answering machine 2-cordless handsets dect telephones telephones accessories. printer ink toner. uniden. nan. 91.99', 'new-uniden d2280-2 dect 6.0 cordless phone system with answering system call waiting caller id dual-handset system - unnd22802. cordless telephones. uniden. nan. 78.04', 'new uniden d3288-2 dect 6.0 bluetooth cordless phone system with answering system call waiting cal. corded-cordless combo telephones. uniden. nan. 115.0', 'new-uniden d3280-2 dect 6.0 bluetooth cordless phone system with answering system call waiting caller id dual-handset system - unnd32802. cordless telephones. uniden. nan. 95.2', 'uniden d1685-2 dect 6.0 dual key pad digital answering machine 2-cordless handsets dect telephones telephones accessories. printer ink toner. uniden. nan. 91.99', 'new-uniden d1680 dect 6.0 cordless phone system with answering system call waiting caller id single-handset system - unnd1680. cordless telephones. uniden. nan. 37.87', 'uniden corded cordless digital answering system with cordless handset cezai2998. corded-cordless combo telephones. uniden. cezai2998. 52.17', 'uniden dect 6.0 silver cordless digital answering system with caller id and four handsets dect1580-4. cordless telephones. uniden. dect1580-4. 69.53']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
595,hoffco 06-ce-mak1 mobile accessory kit,mp3 accessories,amp energy,06-ce-mak1,38.88,['mobile accessory kit'],['cases'],['amp'],['06-ce-mak1'],[31.39],hoffco 06-ce-mak1 mobile accessory kit. mp3 accessories. amp energy. 06-ce-mak1. 38.88,[14869],['mobile accessory kit. cases. amp. 06-ce-mak1. 31.39'],"['mobile accessory kit. cases. amp. 06-ce-mak1. 31.39', 'universal dual usb power pack. headsets microphones. amp. 06-ce-usb4000. 31.95', 'dual usb car charger. audio video accessories. amp. 06-ce-dcusb2. 5.14', 'single usb wall charger. audio video accessories. amp. 06-ce-acusb2. 6.1', 'hoffco distribution nc1 over-the-head noise canceling bluetooth headset. bluetooth headsets. hoffco distrubution. 06-ce-btnc-1. 35.22', 'new amplified cordless bundle a600 and a600e special needs products. office electronics. clearsounds. nan. 163.15', 'audiovox xm xaph1 additional home kit for the xmp3i. accessories. audiovox. xaph1. 38.86', 'ematic 12-in-1 accessory kit for ipod classic 6g 7g newest model. mp3 player accessories. xo vision. ei048gcl. 21.72', '1998-02 mazda 626 1999-03 protoge 1995-03 millenia installation kit with 2 cd pocket. audio video accessories. scosche. ma1537b. 12.39', 'i.sound 11-in-1 accessory bundle kit for ipod touch 4g. mp3 player accessories. isound. isound-1597. 24.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
597,avery matte white cd dvd labels for inkjet printers 40 face labels 80 spine labels,printers,avery personal creations,8692,16.47,['avery cd dvd labels matte white 40 disc labels and 80 spine labels 8692'],['labels stickers'],['avery'],['8692'],[14.12],avery matte white cd dvd labels for inkjet printers 40 face labels 80 spine labels. printers. avery personal creations. 8692. 16.47,[22043],['avery cd dvd labels matte white 40 disc labels and 80 spine labels 8692. labels stickers. avery. 8692. 14.12'],"['avery cd dvd labels matte white 40 disc labels and 80 spine labels 8692. labels stickers. avery. 8692. 14.12', 'avery glossy white full-face cd labels for inkjet printers 20 disc labels and 40 spine labels 08944. printer labels laser inkjet. avery. 08944. 18.05', 'avery white cd labels for laser printers 40 disc labels and 80 spine labels 5692. labels stickers. avery. 05692. 11.64', 'avery cd labels for laser printers white 100 disc labels and 200 spine labels 5698. printer labels laser inkjet. avery. 5698. 27.29', 'avery cd labels white matte 250 cd labels and 500 case spine labels 5697. printer labels laser inkjet. avery. 5697. 35.3', 'avery cd labels - 100 disc labels 200 spine labels 8691. printer labels laser inkjet. avery. 8691. 27.54', 'avery matte white color printing labels for inkjet printers 0.75 x 2.25 inch pack of 600 8257. labels stickers. avery. 8257. 13.72', 'dvd inkjet labels 20 sheet 2 labels p sheet matte white film. printer ink toner. avery. nan. 13.62', 'avery 8693 cd dvd white matte jewel case inserts for ink jet printers 20 pack. disc jewel cases. avery. 8693. 13.4', 'avery 8693 - inkjet cd dvd jewel case inserts matte white 20 pack. computers accessories. avery. nan. nan']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
598,roocase executive portfolio leather case for asus eee pad transformer tf101 10.1-inch,electronics - general,roocase,222056,43.99,['roocase executive portfolio red leather case cover with landscape portrait view for asus eee pad transformer 10.1-inch tf101 android tablet wi-fi'],['cases sleeves'],['roocase'],[nan],[43.64],roocase executive portfolio leather case for asus eee pad transformer tf101 10.1-inch. electronics - general. roocase. 222056. 43.99,[3626],['roocase executive portfolio red leather case cover with landscape portrait view for asus eee pad transformer 10.1-inch tf101 android tablet wi-fi. cases sleeves. roocase. nan. 43.64'],"['roocase executive portfolio red leather case cover with landscape portrait view for asus eee pad transformer 10.1-inch tf101 android tablet wi-fi. cases sleeves. roocase. nan. 43.64', 'roocase executive portfolio black leather case cover with landscape portrait view for asus eee pad transformer 10.1-inch tf101 android tablet wi-fi. cases sleeves. roocase. nan. 43.64', 'roocase executive portfolio magenta leather case cover with landscape portrait view for asus eee pad transformer 10.1-inch tf101 android tablet wi-fi. cases sleeves. roocase. nan. 43.64', 'roocase multi-angle black leather folio case cover for asus eee pad transformer 10.1-inch tf101 android tablet wi-fi. cases sleeves. roocase. nan. 24.98', 'portfolio leather case cover for asus eee pad transformer tf101 - black screen protector. bundles. kiq. nan. 15.45', 'roocase light n slim sling tablet carrying bag asus eee pad transformer tf101-a1 10.1-inch - lns sling series grey. nan. roocase. nan. 28.95', 'roocase executive leather portfolio black case cover with landscape portrait view stand for samsung galaxy tab tablet p1000 wi-fi 3g. cases sleeves. roocase. nan. 24.98', 'roocase executive portfolio black leather case cover with landscape portrait view for toshiba thrive 10.1-inch android tablet. cases sleeves. roocase. nan. 34.95', 'roocase executive leather portfolio red case cover with stand for samsung galaxy tab tablet p1000 wi-fi 3g. cases sleeves. roocase. nan. 25.0', 'roocase executive portfolio black leather case cover with landscape portrait view for acer iconia tab a500 a501 10.1-inch android tablet wi-fi. cases sleeves. roocase. nan. 43.64']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
600,kensington k72334us slimblade mouse with nano receiver - laser,mice,kensington,k72334us,32.88,['kensington slimblade notebook wireless mouse with nano receiver k72334us'],['mice'],['kensington'],['k72334us'],[29.99],kensington k72334us slimblade mouse with nano receiver - laser. mice. kensington. k72334us. 32.88,[12881],['kensington slimblade notebook wireless mouse with nano receiver k72334us. mice. kensington. k72334us. 29.99'],"['kensington slimblade notebook wireless mouse with nano receiver k72334us. mice. kensington. k72334us. 29.99', 'kensington slimblade presenter mouse wireless mouse and presenter in one ice blue k72283us. mice. kensington. k72283us. 29.79', 'kensington k72345us wireless mouse with nano receiver for netbooks two buttons with scroll wheel. mice. kensington. k72345us. 16.85', 'new-si640 laser mouse w nano recvr - k72334us. connectors adapters. kensington. nan. 46.33', 'kensington mouse-for-life wireless k72401us. mice. kensington. k72401us. 17.99', 'kensington pro fit full-size wireless mouse k72370us. mice. kensington. k72370us. 29.99', 'kensington k72349us wireless mouse for netbooks. mice. kensington. k72349us. 24.0', 'kensington k72348us wired mouse for netbooks. mice. kensington. k72348us. 7.47', 'kensington wireless optical mouse titanium k72276us. mice. kensington. k72276us. 14.99', 'kensington pro fit 2.4 ghz wireless full-size mouse black. mice. kensington. k72342us. 30.71']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
614,atrend-bbox a361-12cp b box series speaker,car stereos,atrend,a361-12cp,56.88,['atrend-bbox a361-12cp b box series speaker for ford f150 super crew cab 2009 and up 12-inch'],['coaxial speakers'],['atrend-bbox'],['a361-12cp'],[56.88],atrend-bbox a361-12cp b box series speaker. car stereos. atrend. a361-12cp. 56.88,[22045],['atrend-bbox a361-12cp b box series speaker for ford f150 super crew cab 2009 and up 12-inch. coaxial speakers. atrend-bbox. a361-12cp. 56.88'],"['atrend-bbox a361-12cp b box series speaker for ford f150 super crew cab 2009 and up 12-inch. coaxial speakers. atrend-bbox. a361-12cp. 56.88', 'atrend-bbox a341-12cp b box series single speaker for ford f150 extended cab 2009 and up 12-inch. coaxial speakers. atrend-bbox. a341-12cp. 56.93', 'atrend-bbox a361-10cp b box series single speaker for ford f150 super crew cab 2009 and up 10-inch. coaxial speakers. atrend-bbox. a361-10cp. 42.37', 'atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch. coaxial speakers. atrend-bbox. a362-12cp. 88.85', 'atrend-bbox a362-10cp b box series dual speakers for ford f150 super crew cab 2009 and up 10-inch. coaxial speakers. atrend-bbox. a362-10cp. 84.0', 'new-atrend-bbox a341-12cp b box series single speaker for ford f150 extended cab 2009 up 12 - atra34112cp. speaker parts components. atrend-bbox. nan. 93.4', 'atrend-bbox a312-10cp b box series subwoofer boxes for ford vehicles dual mustang convertible or hatch. audio video accessories. atrend-bbox. nan. 72.1', 'atrend-bbox a164-10cp b box series subwoofer boxes for gm vehicles 10 dual down-fire. computers accessories. atrend. nan. 121.7', 'atrend-bbox a342-12cp b box series dual speakers for ford f150 extended cab 2009 up 12. computers accessories. ford. nan. 132.9', 'atrend-bbox a131-10cpv b box series subwoofer boxes for gm vehicles 10 single down-fire. audio video accessories. atrend-bbox. nan. 51.45']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
617,clarion cz101 single cd mp3 wma aac receiver,car stereos,clarion,cz101,89.99,['new-clarion cz101 single cd mp3 wma aac receiver - clrcz101'],['car stereos'],['clarion'],[nan],[104.9],clarion cz101 single cd mp3 wma aac receiver. car stereos. clarion. cz101. 89.99,[19540],['new-clarion cz101 single cd mp3 wma aac receiver - clrcz101. car stereos. clarion. nan. 104.9'],"['clarion cz100 in-dash cd mp3 wma aac reciever. cd-mp3 players. clarion. cz100. 79.95', 'new-clarion cz101 single cd mp3 wma aac receiver - clrcz101. car stereos. clarion. nan. 104.9', 'clarion mobile electronics cz201 - cd mp3 wma receiver with usb port. cd-mp3 players. clarion. cz201. 99.99', 'clarion mobile electronics cz501 - cd mp3 wma aac receiver with usb bluetooth. cd-mp3 players. clarion. cz501. 138.13', 'clarion cz500 in-dash cd mp3 wma aac receiver with usb and bluetooth. cd-mp3 players. clarion. cz500. 120.0', 'clarion cz401 cd usb hd radio mp3 wma receiver. changers. clarion. nan. 167.7', 'brand new clarion vz401 7 1 din motorized touchscreen cd dvd am fm mp3 wma receiver w usb and bluetooth. digital media receivers. clarion. nan. 339.95', 'clarion vz300 3.5 in-dash dvd cd mp3 usb receiver. dvd players. clarion. vz300. 239.99', 'clarion cx201 double-din cd usb receiver. printers. clarion. nan. 179.95', 'clarion vz401 7 in-dash single-din touchscreen dvd cd mp3 usb receiver with bluetooth. dvd players. clarion. vz401. nan']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
